Address,LU post groups,LU prior groups,Prior Year,TOTAL VALUE post,TOTAL VALUE prior,YR BUILT prior (bin) 2,ZIPCODE post (group),Latitude,Longitude
64 Brent ST,CM,R3,2023,0.0,1181700.0,1900.0,02124,42.2898438,-71.06828689999999
63 SAGAMORE ST,CM,R3,2023,0.0,1220000.0,1900.0,02125,42.3157807,-71.0540946
63 FOREST HILLS ST,CM,R3,2023,0.0,1310800.0,1900.0,02130,42.3102229,-71.1025767
62 WYMAN ST,CM,R3,2015,0.0,550800.0,1900.0,02130,42.3206753,-71.1052223
62 WEBSTER ST,CM,R3,2018,0.0,618000.0,1910.0,02128,42.367371,-71.0380328
62 - 64 ELM ST,CM,R3,2018,0.0,988800.0,1880.0,02129,42.3786585,-71.0631178
61 ELM ST,CM,R3,2022,0.0,2498000.0,1870.0,02129,42.3785041,-71.0627745
60 ROMSEY ST,CM,R3,2018,0.0,643800.0,1900.0,02125,42.3159861,-71.0538488
59 WYMAN ST,CM,R3,2016,0.0,943300.0,1920.0,02130,42.320632,-71.10571589999999
59 - 61 HAVRE ST,CM,R3,2018,0.0,498680.0,1900.0,02128,42.3711303,-71.0397019
58 NEPONSET AV,CM,R3,2020,,678800.0,1900.0,02122,42.2961276,-71.0544359
58 CAROLINA AV,CM,R3,2023,0.0,1587800.0,1900.0,02130,42.3080293,-71.113052
57 Hurley St,CM,R3,2020,,,1890.0,02141,42.3682924,-71.07947519999999
57 HEMMAN ST,CM,R3,2022,0.0,747900.0,1910.0,02131,42.2772399,-71.1307652
56 SUDAN ST,CM,R3,2018,0.0,792900.0,1900.0,02125,42.3166179,-71.0538857
56 SEAVER ST,CM,R3,2015,0.0,309400.0,1920.0,02121,42.311927,-71.0932115
56 MONUMENT AV,CM,R3,2016,0.0,2079100.0,1850.0,02129,42.3752697,-71.0616233
55 WHITTEN ST,CM,R3,2016,0.0,582030.0,1920.0,02122,42.293457,-71.0584822
53 WENHAM ST,CM,R3,2016,0.0,679200.0,1900.0,02130,42.2969344,-71.1141684
53 MONTVALE ST,CM,R3,2015,0.0,515500.0,1900.0,02131,42.2844261,-71.1443178
53 Aberdeen Ave,CM,R3,2018,,,1910.0,02138-4646,42.3767854,-71.1462395
52 WELD HILL ST,CM,R3,2015,0.0,422700.0,1900.0,02130,42.2979356,-71.1121253
52 SUDAN ST,CM,R3,2015,0.0,546900.0,1900.0,02125,42.3166417,-71.054025
52 LITHGOW ST,CM,R3,2021,0.0,916300.0,1900.0,02124,42.2904933,-71.06864960000001
51 VALE ST,CM,R3,2015,0.0,283150.0,1880.0,02119,42.3223632,-71.0944916
51 Montgomery St,CM,R3,2016,,,1890.0,02141,42.3716445,-71.0809757
51 BICKNELL ST,CM,R3,2021,0.0,614200.0,1880.0,02121,42.2982637,-71.0828077
51 BELFORT ST,CM,R3,2018,0.0,626000.0,1900.0,02125,42.3148735,-71.0541966
50 ROSEMONT ST,CM,R3,2015,0.0,531800.0,1930.0,02122,42.293263,-71.05459379999999
49 MONTVALE ST,CM,R3,2015,0.0,369600.0,1910.0,02131,42.2845252,-71.1444343
49 EUTAW ST,CM,R3,2022,0.0,1090300.0,1900.0,02128,42.3790385,-71.03749619999999
49 E CONCORD ST,CM,R3,2018,0.0,1557900.0,1890.0,02118,42.3367113,-71.0738179
48 WAYLAND ST,CM,R3,2023,0.0,1041400.0,,02125,42.3135321,-71.07402379999999
48 PEARL ST,CM,R3,2023,0.0,1534600.0,1870.0,02129,42.3793566,-71.06392389999999
48 MT VERNON ST,CM,R3,2018,0.0,1432800.0,1850.0,02129,42.3745736,-71.058308
48 MORELAND ST,CM,R3,2018,0.0,593215.0,1890.0,02119,42.3248579,-71.0802171
47 Morris ST,CM,R3,2023,0.0,408400.0,2020.0,02128,42.3757815,-71.0326391
47 FARRAGUT RD,CM,R3,2022,0.0,1926300.0,1920.0,02127,42.3365676,-71.0253767
47 CONCORD SQ,CM,R3,2018,0.0,5224100.0,1860.0,02118,42.3420448,-71.07930929999999
47 BEECH GLEN ST,CM,R3,2016,0.0,518200.0,1900.0,02119,42.32461,-71.0954426
47 - 49 WRENTHAM ST,CM,R3,2018,0.0,455900.0,1900.0,02124,42.288001,-71.06103399999999
47  49 ST JOSEPH ST,CM,R3,2021,0.0,1119500.0,1900.0,02130,42.3065536,-71.1179178
46 PORT NORFOLK ST,CM,R3,2018,0.0,648755.0,1900.0,02122,42.2908205,-71.0407735
46 LAMSON ST,CM,R3,2018,0.0,1706800.0,2010.0,02128,42.36709219999999,-71.032296
46 GARDNER ST,CM,R3,2021,0.0,867500.0,1910.0,02132,42.2770458,-71.16756409999999
46 FOREST HILLS ST,CM,R3,2021,0.0,1154700.0,1920.0,02130,42.3106501,-71.10207199999999
46 EUTAW ST,CM,R3,2022,0.0,754300.0,1860.0,02128,42.3792567,-71.0378569
45 S MUNROE TE,CM,R3,2020,,826600.0,1900.0,02122,42.2919602,-71.0532693
45 ALEXANDER ST,CM,R3,2021,0.0,790900.0,1900.0,02125,42.3172601,-71.0699787
43 WORDSWORTH ST,CM,R3,2023,0.0,1161100.0,1890.0,02128,42.3848603,-71.017763
43 FOX ST,CM,R3,2018,0.0,695100.0,1900.0,02122,42.3062158,-71.0644664
42 WINTHROP ST,CM,R3,2015,0.0,1250500.0,1860.0,02129,42.3745053,-71.0608714
42 WENTWORTH ST,CM,R3,2018,0.0,423700.0,1900.0,02124,42.2871324,-71.07487069999999
42 WASHBURN ST,CM,R3,2016,0.0,424100.0,1900.0,02125,42.325754,-71.05859339999999
42 VINTON ST,CM,R3,2016,0.0,1132020.0,1900.0,02127,42.3294243,-71.0532473
42 RUTLAND SQ,CM,R3,2021,0.0,3630000.0,1860.0,02118,42.3419637,-71.0786529
42 Maple Ave,CM,R3,2021,,,1910.0,02138,42.368185,-71.1399607
42 CLARENDON ST,CM,R3,2015,0.0,1440000.0,1860.0,02116,42.3454414,-71.07283009999999
41 W EAGLE ST,CM,R3,2023,0.0,1174600.0,1900.0,02128,42.3812022,-71.0379846
41 SUMNER ST,CM,R3,2016,0.0,541080.0,1910.0,02125,42.3184833,-71.06186269999999
41 SUDAN ST,CM,R3,2015,0.0,422450.0,1900.0,02125,42.31640429999999,-71.05452640000001
41 ROSSMORE RD,CM,R3,2018,0.0,679700.0,2010.0,02130,42.3044591,-71.10693110000001
41 Gladstone ST,CM,R3,2023,0.0,1185700.0,2020.0,02128,42.3893481,-71.00137149999999
40 STOCKTON ST,CM,R3,2018,0.0,276914.0,1900.0,02124,42.2825334,-71.0735772
40 STELLMAN RD,CM,R3,2016,0.0,571200.0,1920.0,02131,42.2891669,-71.1222472
40 NEWBURG ST,CM,R3,2016,0.0,584300.0,1920.0,02131,42.2850229,-71.1392094
40 MORRIS ST,CM,R3,2021,0.0,708600.0,1900.0,02128,42.3758194,-71.03299249999999
40 BUTTONWOOD ST,CM,R3,2018,0.0,628200.0,1930.0,02125,42.3206972,-71.05602139999999
39 GLEN RD,CM,R3,2015,0.0,545900.0,1900.0,02130,42.3086985,-71.1022978
39 EDEN ST,CM,R3,2018,0.0,1659500.0,1900.0,02129,42.3798828,-71.0672433
38 WENTWORTH TE,CM,R3,2020,,649300.0,1920.0,02124,42.2826027,-71.067605
38 ROBESON ST,CM,R3,2022,0.0,1410300.0,1900.0,02130,42.3098697,-71.1005042
38 NEPONSET AV,CM,R3,2018,0.0,421200.0,1900.0,02122,42.2964793,-71.0549544
38 MALLON RD,CM,R3,2023,0.0,1031700.0,1910.0,02121,42.3021034,-71.07521969999999
38 ARMANDINE ST,CM,R3,2021,0.0,1021500.0,1900.0,02124,42.2843706,-71.07284589999999
38 40 DALRYMPLE ST,CM,R3,2015,0.0,469500.0,1900.0,02130,42.3155406,-71.1023063
37 SCHOOL ST,CM,R3,2016,0.0,826700.0,1890.0,02129,42.3776003,-71.0645019
37 OAKVIEW TE,CM,R3,2016,0.0,1089300.0,1900.0,02130,42.319029,-71.1095775
37 HARBOR VIEW ST,CM,R3,2021,0.0,1021600.0,1900.0,02125,42.3170837,-71.0548084
37 GATES ST,CM,R3,2015,0.0,798000.0,1890.0,02127,42.3326459,-71.0483874
37 FOREST HILLS ST,CM,R3,2015,0.0,534560.0,1900.0,02130,42.31105540000001,-71.1022904
37 ABBOTSFORD ST,CM,R3,2018,0.0,658300.0,1920.0,02121,42.3140517,-71.0912565
37 39 LAMSON ST,CM,R3,2018,0.0,821652.0,1910.0,02128,42.3667344,-71.0321567
36 ROSSMORE RD,CM,R3,2023,0.0,1359300.0,2020.0,02130,42.3048917,-71.1068889
36 NEPONSET AV,CM,R3,2022,0.0,1420400.0,1900.0,02131,42.286598,-71.1169032
36 MORRIS ST,CM,R3,2016,0.0,423405.0,1910.0,02128,42.3757241,-71.03310739999999
36 38 BROOKSIDE AV,CM,R3,2018,0.0,823526.0,1900.0,02130,42.3135158,-71.1031006
35 MT IDA RD,CM,R3,2021,0.0,661100.0,1900.0,02122,42.3059065,-71.0651212
35 GEORGE ST,CM,R3,2022,0.0,740700.0,1920.0,02136,42.2650125,-71.10825009999999
35 FOX ST,CM,R3,2021,0.0,1113700.0,1900.0,02122,42.3063051,-71.0640532
35 COMMONWEALTH AV,CM,R3,2020,,7251200.0,1890.0,02116,42.353321,-71.074642
34 W EAGLE ST,CM,R3,2022,0.0,1277700.0,1910.0,02128,42.3815134,-71.03851770000001
34 ROSSMORE RD,CM,R3,2023,0.0,1357200.0,2020.0,02130,42.3049037,-71.1069497
34 PRINCETON ST,CM,R3,2022,0.0,782800.0,1900.0,02128,42.3769461,-71.0379936
34 PLYMPTON ST,CM,R3,2016,0.0,2257100.0,1900.0,02118,42.3392173,-71.0681785
34 LENISTON ST,CM,R3,2023,0.0,986900.0,1890.0,02131,42.2797397,-71.1380441
34 HULL ST,CM,R3,2021,0.0,1626000.0,1910.0,02113,42.3667846,-71.0559401
34 COLGATE RD,CM,R3,2022,0.0,1187400.0,2010.0,02131,42.2939069,-71.1221898
34 CIRCUIT ST,CM,R3,2018,0.0,634700.0,1900.0,02119,42.3231924,-71.08630350000001
33 O ST,CM,R3,2021,0.0,2302900.0,2010.0,02127,42.3371263,-71.0294909
33 MT VERNON ST,CM,R3,2021,0.0,3036600.0,1890.0,02108,42.35850629999999,-71.064639
33 DIX ST,CM,R3,2016,0.0,591100.0,1900.0,02122,42.29517939999999,-71.060045
32 ELDRIDGE RD,CM,R3,2021,0.0,778000.0,1900.0,02130,42.2924756,-71.11589479999999
31 WORCESTER SQ,CM,R3,2016,0.0,2965200.0,1870.0,02118,42.3361944,-71.0743498
31 PLAINFIELD ST,CM,R3,2018,0.0,797200.0,1880.0,02130,42.3034726,-71.10727469999999
31 BRIGHTON ST,CM,R3,2018,0.0,606651.0,1880.0,02129,42.383632,-71.07767919999999
30 PREBLE ST,CM,R3,2022,0.0,1529600.0,2020.0,02127,42.3294558,-71.05566069999999
30 Copeland ST,CM,R3,2023,0.0,899400.0,1890.0,02119,42.3223625,-71.08086039999999
30 Berkshire St,CM,R3,2022,,,2020.0,02116,42.353068,-71.0765188
29 EAST ST,CM,R3,2023,0.0,978000.0,1900.0,02122,42.3077598,-71.0598749
29 CHARLOTTE ST,CM,R3,2022,0.0,742600.0,1900.0,02121,42.2993148,-71.08506980000001
28 TREMONT ST,CM,R3,2018,0.0,759500.0,1890.0,02129,42.3765304,-71.05857879999999
28 MONUMENT ST,CM,R3,2015,0.0,958300.0,1920.0,02129,42.3779534,-71.0601934
28 LELAND ST,CM,R3,2021,0.0,1061500.0,1900.0,02130,42.2972038,-71.1127989
28 CLIVE ST,CM,R3,2023,0.0,1887600.0,1900.0,02130,42.3169496,-71.1080059
28 BROWNING AV,CM,R3,2023,0.0,1249500.0,2010.0,02124,42.2939902,-71.0817912
27 THORNLEY ST,CM,R3,2021,0.0,1044100.0,1890.0,02125,42.3144885,-71.05915259999999
27 SWALLOW ST,CM,R3,2022,0.0,868300.0,1920.0,02127,42.3335367,-71.0299916
27 MARYLAND ST,CM,R3,2022,0.0,1340100.0,1900.0,02125,42.3111206,-71.0557415
27 LAMARTINE ST,CM,R3,2015,0.0,677700.0,1900.0,02130,42.32212029999999,-71.1011469
27 HASLET ST,CM,R3,2016,0.0,554000.0,1910.0,02131,42.2852954,-71.13516229999999
27 CHESTNUT AV,CM,R3,2015,0.0,651600.0,1900.0,02130,42.32142349999999,-71.1027253
27 ARMANDINE ST,CM,R3,2021,0.0,878100.0,1900.0,02124,42.28478579999999,-71.0722258
27 ALPINE ST,CM,R3,2022,0.0,556900.0,1900.0,02119,42.3257599,-71.087006
26 PARKER ST,CM,R3,2022,0.0,923000.0,1870.0,02129,42.3830057,-71.0789281
26 JEROME ST,CM,R3,2018,0.0,723300.0,1890.0,02125,42.31476079999999,-71.0634846
26 BROWNING AV,CM,R3,2023,0.0,1274300.0,2010.0,02124,42.2939833,-71.08169529999999
25 SEYMOUR ST,CM,R3,2016,0.0,476800.0,1920.0,02131,42.2800265,-71.1225736
25 S MUNROE TE,CM,R3,2020,,885400.0,1920.0,02122,42.2923105,-71.0520344
25 GRANFIELD AV,CM,R3,2018,0.0,701200.0,1920.0,02131,42.2895812,-71.1228426
25 CHILCOTT PL,CM,R3,2018,0.0,810000.0,1920.0,02130,42.3128932,-71.0991043
25 CHESTNUT AV,CM,R3,2020,,1247200.0,1900.0,02130,42.3215191,-71.10263239999999
24 WACHUSETT ST,CM,R3,2021,0.0,1075200.0,1900.0,02130,42.29674139999999,-71.11250749999999
24 THELMA RD,CM,R3,2018,0.0,800900.0,1900.0,02122,42.2944166,-71.0539786
24 SAGAMORE ST,CM,R3,2023,0.0,1241300.0,1900.0,02125,42.31387429999999,-71.0551103
24 PRESCOTT ST,CM,R3,2021,0.0,739200.0,1910.0,02136,42.2362252,-71.1330773
24 ELM ST,CM,R3,2023,0.0,1152800.0,1880.0,02129,42.3776406,-71.0637931
24 ARCADIA PK,CM,R3,2021,0.0,697000.0,1900.0,02122,42.3008556,-71.0633625
23 SARANAC ST,CM,R3,2018,0.0,805200.0,1920.0,02122,42.2840287,-71.0542416
23 MILLMONT ST,CM,R3,2023,0.0,1329500.0,2000.0,02119,42.3277194,-71.0914088
23 FOLSOM ST,CM,R3,2023,0.0,789400.0,1900.0,02125,42.3186131,-71.0719257
22 TAFT ST,CM,R3,2016,0.0,422730.0,1900.0,02125,42.317193,-71.0581164
22 EVERETT ST,CM,R3,2022,0.0,1052900.0,1900.0,02122,42.30130760000001,-71.0519171
22 CHESTNUT ST,CM,R3,2015,0.0,968100.0,1910.0,02129,42.3743826,-71.0590843
21 WORCESTER ST,CM,R3,2021,0.0,2460100.0,1850.0,02118,42.3381335,-71.0761354
21 WALL ST,CM,R3,2015,0.0,627300.0,1880.0,02129,42.3801276,-71.0660192
21 PEVERELL ST,CM,R3,2018,0.0,786400.0,1900.0,02125,42.31333110000001,-71.0610737
21 LAMARTINE ST,CM,R3,2016,0.0,345100.0,2010.0,02130,42.3223195,-71.1010076
21 ATWOOD SQ,CM,R3,2018,0.0,1041100.0,1900.0,02130,42.3071221,-71.116553
20 Vincent St,CM,R3,2015,,,1890.0,02138,42.3803274,-71.13891009999999
20 RAVEN ST,CM,R3,2015,0.0,421345.0,1900.0,02125,42.3183474,-71.05444279999999
19-25 Rockingham St,CM,R3,2018,,,1890.0,02139,42.355987,-71.11122499999999
19 Fayette St,CM,R3,2021,,,1890.0,02139,42.372052,-71.10396220000001
19 EVERETT AV,CM,R3,2020,,455700.0,2010.0,02125,42.3149172,-71.06344849999999
19 Buttonwood ST,CM,R3,2023,0.0,831000.0,1900.0,02125,42.3196877,-71.0557446
18 PORTER ST,CM,R3,2022,0.0,1324900.0,2010.0,02130,42.3155435,-71.10307370000001
18 OPHIR ST,CM,R3,2016,0.0,1103400.0,2010.0,02130,42.3107563,-71.1044429
18 NEPONSET AV,CM,R3,2023,0.0,764400.0,1880.0,02122,42.296823,-71.0553887
18 CHELSEA ST,CM,R3,2018,0.0,584500.0,1900.0,02128,42.3705693,-71.03825069999999
18 BRENT ST,CM,R3,2021,0.0,622500.0,1900.0,02124,42.2891628,-71.07030929999999
18  22 WAYLAND ST,CM,R3,2021,0.0,633000.0,,02125,42.3135045,-71.0730581
17 GEORGE ST,CM,R3,2022,0.0,291700.0,2020.0,02136,42.2640346,-71.1077389
17 DORR ST,CM,R3,2016,0.0,656900.0,1880.0,02119,42.3272304,-71.0918674
17 Copley St,CM,R3,2015,,,1910.0,02129,42.3170533,-71.0997533
17 Cambridge Ter,CM,R3,2015,,,1900.0,02110,42.3613114,-71.0482911
16 PASADENA RD,CM,R3,2022,0.0,848500.0,1900.0,02121,42.305067,-71.0826238
16 MARMION ST,CM,R3,2021,0.0,1980800.0,2010.0,02130,42.3125842,-71.1034554
16 EASTMAN ST,CM,R3,2018,0.0,521800.0,1910.0,02125,42.3194034,-71.0641661
16 CUSTER ST,CM,R3,2022,0.0,1429400.0,1900.0,02130,42.3072995,-71.1164695
15 SPRING PARK AV,CM,R3,2018,0.0,1244500.0,1910.0,02130,42.3172609,-71.1118892
15 PROSPECT ST,CM,R3,2022,0.0,1836300.0,1890.0,02129,42.3752298,-71.05758829999999
15 Morris ST,CM,R3,2023,0.0,882400.0,1900.0,02128,42.375129,-71.0333759
15 19 TAYLOR ST,CM,R3,2015,0.0,483900.0,2010.0,02122,42.28591979999999,-71.0405093
14 WINCHESTER ST,CM,R3,2018,0.0,1620300.0,1890.0,02116,42.3496745,-71.0676689
14 N MUNROE TE,CM,R3,2016,0.0,480100.0,1910.0,02122,42.2927441,-71.051524
14 MURRAY CT,CM,R3,2021,0.0,889500.0,2010.0,02128,42.367629,-71.03762379999999
14 JENKINS ST,CM,R3,2023,0.0,2509800.0,2010.0,02127,42.3310468,-71.05356069999999
14 FARQUHAR ST,CM,R3,2016,0.0,911200.0,1900.0,02131,42.2890503,-71.1355671
14 EAST ST,CM,R3,2018,0.0,573400.0,1900.0,02122,42.3074843,-71.05913199999999
14 16 ST ROSE ST,CM,R3,2016,0.0,921900.0,1900.0,02130,42.30442,-71.1152979
13 UNION AV,CM,R3,2023,0.0,1359000.0,1900.0,02130,42.30949589999999,-71.10621499999999
13 SCHUYLER ST,CM,R3,2022,0.0,624000.0,1910.0,02121,42.3082572,-71.0849574
12 SALEM STREET AV,CM,R3,2016,0.0,632200.0,1860.0,02129,42.3780362,-71.06614259999999
12 MT VERNON ST,CM,R3,2021,0.0,1553000.0,1830.0,02129,42.3757329,-71.0587954
12 CARSON ST,CM,R3,2021,0.0,1011700.0,1900.0,02125,42.3197348,-71.05456219999999
12 ASHLEY ST,CM,R3,2016,0.0,703400.0,1940.0,02130,42.3207516,-71.1038738
11 TILESBORO ST,CM,R3,2021,0.0,1415100.0,2010.0,02122,42.2941706,-71.0511953
11 SUDAN ST,CM,R3,2022,0.0,951200.0,1900.0,02125,42.3166928,-71.0560009
11 PROSPECT ST,CM,R3,2021,0.0,1301700.0,1890.0,02129,42.3752018,-71.0575825
11 MERCER ST,CM,R3,2016,0.0,1091520.0,1900.0,02127,42.3333875,-71.04917309999999
11 LORETTE ST,CM,R3,2021,0.0,879400.0,1900.0,02132,42.2793687,-71.1598168
11 EVERETT AV,CM,R3,2018,0.0,282762.0,1890.0,02125,42.31572,-71.063163
11 CARSON ST,CM,R3,2022,0.0,1277700.0,1880.0,02125,42.3196868,-71.0541819
10 WALNUT ST,CM,R3,2021,0.0,5395500.0,1900.0,02108,42.3578473,-71.0659652
10 UPLAND AV,CM,R3,2016,0.0,1034500.0,1920.0,02124,42.2960524,-71.0647606
10 RUTHVEN PK,CM,R3,2022,0.0,932100.0,2020.0,02121,42.3131235,-71.0916732
10 HOLBORN ST,CM,R3,2018,0.0,546600.0,1910.0,02121,42.3152138,-71.08238949999999
10 GRANFIELD AV,CM,R3,2016,0.0,498200.0,1920.0,02131,42.2900546,-71.1234556
10 DENT ST,CM,R3,2018,0.0,749700.0,1920.0,02132,42.2812576,-71.1611207
10 CLOVER ST,CM,R3,2016,0.0,491895.0,1900.0,02122,42.2856392,-71.0450927
10 CHICKATAWBUT ST,CM,R3,2021,0.0,789000.0,1900.0,02122,42.28661959999999,-71.0459978
9 WOODWARD PARK ST,CM,R3,2021,0.0,942300.0,1900.0,02125,42.3187115,-71.0724196
9 UPHAM AV,CM,R3,2018,0.0,617000.0,1900.0,02125,42.3152822,-71.06531509999999
9 PROSPECT ST,CM,R3,2018,0.0,2239800.0,1890.0,02129,42.3751351,-71.0574142
9 LITHGOW ST,CM,R3,2021,0.0,815200.0,1900.0,02124,42.2893982,-71.070737
9 JEFFRIES ST,CM,R3,2018,0.0,175900.0,2010.0,02128,42.3654909,-71.0292813
9 Harding St,CM,R3,2015,,,1900.0,02139,42.36475590000001,-71.1032591
9 GREENWOOD AV,CM,R3,2020,,846800.0,2010.0,02136,42.264711,-71.1186342
9 EVERETT AV,CM,R3,2018,0.0,284985.0,1890.0,02125,42.3157709,-71.063146
9 EDEN ST,CM,R3,2023,0.0,1152400.0,1880.0,02129,42.3790688,-71.0680497
9 DOUGLAS ST,CM,R3,2021,0.0,610900.0,1910.0,02127,42.3307922,-71.0428937
9 CARLISLE ST,CM,R3,2023,0.0,573800.0,1900.0,02121,42.3141462,-71.0824663
9  11 BOYNTON ST,CM,R3,2021,0.0,1533400.0,1900.0,02130,42.3053525,-71.1139864
8 SEA VIEW TE,CM,R3,2016,0.0,705500.0,2010.0,02125,42.3131806,-71.0501975
8 ROBESON ST,CM,R3,2023,0.0,1129500.0,1920.0,02130,42.3097876,-71.1020289
8 NEWHALL ST,CM,R3,2016,0.0,474500.0,1900.0,02122,42.2890902,-71.051158
8 EVERETT ST,CM,R3,2021,0.0,1717700.0,1900.0,02130,42.3100593,-71.108706
8 BUCKLEY AV,CM,R3,2015,0.0,568200.0,1900.0,02130,42.3223009,-71.1035144
8 BRIGHTON ST,CM,R3,2015,0.0,620100.0,2010.0,02129,42.3830272,-71.0784755
7-9 Exeter Pk,CM,R3,2022,,,1910.0,02139,42.3849319,-71.118323
7 CASTLETON ST,CM,R3,2022,0.0,1593100.0,1930.0,02130,42.3233964,-71.1129365
6 UNION PK,CM,R3,2018,0.0,3797502.0,1900.0,02118,42.342209,-71.071029
6 SHELBY ST,CM,R3,2021,0.0,467600.0,1900.0,02128,42.3811208,-71.0279201
6 RAVEN ST,CM,R3,2018,0.0,614400.0,1900.0,02125,42.318703,-71.05435
6 PETER PARLEY RD,CM,R3,2015,0.0,497920.0,1890.0,02130,42.3112676,-71.1020156
6 NORTON ST,CM,R3,2023,0.0,922600.0,1900.0,02125,42.3067147,-71.0699192
6 HATCH ST,CM,R3,2018,0.0,1381800.0,1900.0,02127,42.3311575,-71.03579789999999
6 DEWEY ST,CM,R3,2021,0.0,722700.0,1890.0,02125,42.3169792,-71.07757080000002
6 COPPERSMITH WY,CM,R3,2022,0.0,767600.0,1890.0,02128,42.3718326,-71.0417329
6 ASHMONT ST,CM,R3,2018,0.0,640563.0,1920.0,02124,42.2855254,-71.070543
5 WHITBY TE,CM,R3,2020,,858800.0,1900.0,02125,42.31457899999999,-71.06043199999999
5 SHELBY ST,CM,R3,2018,0.0,596360.0,1900.0,02128,42.380872,-71.0281588
5 LAMSON ST,CM,R3,2016,0.0,464015.0,1890.0,02128,42.3655038,-71.0332107
5 CARLISLE ST,CM,R3,2021,0.0,810800.0,1900.0,02121,42.3141206,-71.0827893
5 BAILEY ST,CM,R3,2016,0.0,483300.0,1900.0,02124,42.2830553,-71.0706024
4 WINDERMERE RD,CM,R3,2015,0.0,536900.0,1890.0,02125,42.3151804,-71.0619905
4 ROCKLEDGE ST,CM,R3,2022,0.0,834300.0,1890.0,02119,42.3268113,-71.09009809999999
4 COPPERSMITH WY,CM,R3,2023,0.0,927400.0,1900.0,02128,42.3718938,-71.0415472
3 MT VERNON SQ,CM,R3,2022,0.0,4793900.0,1890.0,02108,42.3580663,-71.07123039999999
3 MONMOUTH ST,CM,R3,2018,0.0,498388.0,1900.0,02128,42.3793371,-71.0389704
3 LARK ST,CM,R3,2023,0.0,2207000.0,2020.0,02127,42.3338277,-71.0525275
3 JOY ST,CM,R3,2021,0.0,8524200.0,1900.0,02108,42.3578308,-71.0652432
3 GUERNSEY ST,CM,R3,2015,0.0,562300.0,1910.0,02131,42.2891932,-71.1419816
3 BELLFLOWER ST,CM,R3,2023,0.0,1492900.0,1900.0,02125,42.3243928,-71.05731329999999
2 PUTNAM ST,CM,R3,2023,0.0,953100.0,1900.0,02128,42.3824628,-71.0332275
1 BOYLSTON PL,CM,R3,2022,0.0,921900.0,1900.0,02130,42.3160944,-71.1024745
1 Blackstone St,CM,R3,2016,,,1910.0,02139,42.3622052,-71.1141964
2579 Massachusetts Ave,CM,R2,2015,,,1890.0,02140,42.400643,-71.1347433
1909 RIVER ST,CM,R2,2022,0.0,872900.0,2010.0,02136,42.2431814,-71.1438648
1784 COLUMBIA RD,CM,R2,2021,0.0,1777400.0,1960.0,02127,42.3317741,-71.0297519
1536  1538 COLUMBIA RD,CM,R2,2021,0.0,1197700.0,1930.0,02127,42.3303973,-71.0393615
1514 R COLUMBIA RD,CM,R2,2018,0.0,786600.0,1910.0,02127,42.3308835,-71.04023600000001
1080 ADAMS ST,CM,R2,2021,0.0,839200.0,1920.0,02124,42.2743679,-71.0623222
979 SOUTH ST,CM,R2,2016,0.0,715300.0,1920.0,02131,42.288908,-71.1341622
866 CENTRE ST,CM,R2,2016,0.0,966300.0,1920.0,02130,42.3086667,-71.11944989999999
847 SOUTH ST,CM,R2,2016,0.0,585900.0,1910.0,02131,42.288908,-71.1341622
829 E SECOND ST,CM,R2,2023,0.0,1202200.0,1900.0,02127,42.3372677,-71.0301733
777 E SIXTH ST,CM,R2,2018,0.0,801900.0,1890.0,02127,42.33311459999999,-71.02933709999999
776 E SIXTH ST,CM,R2,2023,0.0,754900.0,1890.0,02127,42.333302,-71.0293465
772 E SIXTH ST,CM,R2,2021,0.0,1091700.0,1870.0,02127,42.33334199999999,-71.02949819999999
739 CUMMINS HW,CM,R2,2022,0.0,891700.0,1920.0,02126,42.2771417,-71.0913748
732 E FIFTH ST,CM,R2,2023,0.0,1394400.0,1910.0,02127,42.3341152,-71.0307054
707 E FOURTH ST,CM,R2,2015,0.0,550900.0,1890.0,02127,42.3345997,-71.03633549999999
677 E SEVENTH ST,CM,R2,2015,0.0,619400.0,1890.0,02127,42.3322178,-71.0331273
660 E SEVENTH ST,CM,R2,2021,0.0,1181400.0,1900.0,02127,42.33250260000001,-71.0337669
642 E SEVENTH ST,CM,R2,2023,0.0,1940000.0,1900.0,02127,42.3324626,-71.0344782
631 SARATOGA ST,CM,R2,2021,0.0,493900.0,1880.0,02128,42.3819223,-71.0216168
626 Huron Ave,CM,R2,2016,,,1910.0,02138-4531,42.37951289999999,-71.1510535
624 626 E EIGHTH ST,CM,R2,2018,0.0,959000.0,1900.0,02127,42.3316459,-71.0362232
620 WALK HILL ST,CM,R2,2016,0.0,440400.0,1950.0,02126,42.2807892,-71.0971375
615 E THIRD ST,CM,R2,2023,0.0,607600.0,1900.0,02127,42.33635779999999,-71.0351251
614 SOUTH ST,CM,R2,2016,0.0,449500.0,1910.0,02131,42.288908,-71.1341622
609 - 611 BENNINGTON ST,CM,R2,2016,0.0,362200.0,1900.0,02128,42.382939,-71.0167008
607 E FIFTH ST,CM,R2,2015,0.0,615800.0,1890.0,02127,42.33376639999999,-71.0362071
607 BENNINGTON ST,CM,R2,2016,0.0,382100.0,1890.0,02128,42.3829729,-71.0168312
602 E SIXTH ST,CM,R2,2023,0.0,1414400.0,1890.0,02127,42.3333447,-71.0364096
597 GALLIVAN BLVD,CM,R2,2022,0.0,826100.0,1890.0,02124,42.28308870000001,-71.0511928
