Address,LU post groups,LU prior groups,Prior Year,TOTAL VALUE post,TOTAL VALUE prior,YR BUILT prior (bin) 2,ZIPCODE post (group),Latitude,Longitude
588 BEECH ST,CM,R2,2023,0.0,643800.0,1920.0,02131,42.2732404,-71.1288497
576 CENTRE ST,CM,R2,2023,0.0,1411800.0,1910.0,02130,42.3156579,-71.11378189999999
573 BENNINGTON ST,CM,R2,2015,0.0,285100.0,1940.0,02128,42.3825773,-71.01801689999999
565 E SEVENTH ST,CM,R2,2021,0.0,1153900.0,1900.0,02127,42.3321308,-71.0379353
559 E SIXTH ST,CM,R2,2018,0.0,1531000.0,1900.0,02127,42.3328936,-71.0382365
556 E FIFTH ST,CM,R2,2015,0.0,560400.0,1890.0,02127,42.3340501,-71.0383319
531  533 LAGRANGE ST,CM,R2,2021,0.0,719800.0,1910.0,02132,42.2842975,-71.1617241
527 E SIXTH ST,CM,R2,2018,0.0,1260300.0,1900.0,02127,42.3328797,-71.0393959
520 E THIRD ST,CM,R2,2015,0.0,398400.0,1890.0,02127,42.3365781,-71.0389493
514 E THIRD ST,CM,R2,2022,0.0,1075600.0,1890.0,02127,42.3365636,-71.03925319999999
508 510 POPLAR ST,CM,R2,2018,0.0,510100.0,1920.0,02131,42.2832142,-71.1270268
504 E EIGHTH ST,CM,R2,2015,0.0,491900.0,1900.0,02127,42.3314901,-71.0412329
496 ASHMONT ST,CM,R2,2015,0.0,499300.0,1920.0,02122,42.2891453,-71.052853
495 E FOURTH ST,CM,R2,2015,0.0,658300.0,1890.0,02127,42.33444739999999,-71.0453776
447 MERIDIAN ST,CM,R2,2018,0.0,611100.0,1910.0,02128,42.3818743,-71.0390516
436 W FOURTH ST,CM,R2,2015,0.0,617700.0,1890.0,02127,42.3357213,-71.047617
433 SHAWMUT AV,CM,R2,2022,0.0,2675800.0,1890.0,02118,42.3398352,-71.07449849999999
425 BEECH ST,CM,R2,2022,0.0,698900.0,1920.0,02131,42.2770825,-71.1354143
423 BEACON ST,CM,R2,2018,0.0,4121100.0,1890.0,02115,42.351398,-71.08645299999999
417 E SEVENTH ST,CM,R2,2021,0.0,1339800.0,1890.0,02127,42.3320328,-71.0431815
409 E SEVENTH ST,CM,R2,2023,0.0,1717500.0,2020.0,02127,42.3320027,-71.0435076
407 - 409 ADAMS ST,CM,R2,2018,0.0,374300.0,1910.0,02122,42.295344,-71.056438
396 W FOURTH ST,CM,R2,2023,0.0,1604000.0,1890.0,02127,42.3364226,-71.0487321
382 Adams ST,CM,R2,2023,0.0,527100.0,1910.0,02122,42.2964839,-71.056229
373 - 375 BORDER ST,CM,R2,2016,0.0,360500.0,2010.0,02128,42.3799827,-71.0399666
368 Concord Ave,CM,R2,2019,,,1920.0,02138,42.3849508,-71.1371281
358 ATHENS ST,CM,R2,2023,0.0,545300.0,2020.0,02127,42.3368615,-71.04639279999999
353 SUMNER ST,CM,R2,2018,0.0,631300.0,1900.0,02128,42.36671339999999,-71.0352327
346 Putnam Ave,CM,R2,2015,,,1900.0,02139,42.3611556,-71.1132282
342 W THIRD ST,CM,R2,2021,0.0,848600.0,1880.0,02127,42.3365064,-71.0448785
333 W THIRD ST,CM,R2,2021,0.0,1848500.0,1890.0,02127,42.3367908,-71.0459372
328 W THIRD ST,CM,R2,2021,0.0,2012000.0,2010.0,02127,42.3367927,-71.04525
328 LAGRANGE ST,CM,R2,2018,0.0,661000.0,1920.0,02132,42.2788693,-71.1557066
308 PARIS ST,CM,R2,2021,0.0,486200.0,1900.0,02128,42.3770842,-71.0324171
305  307 COREY ST,CM,R2,2021,0.0,761600.0,1920.0,02132,42.2929266,-71.1617274
288 BEECH ST,CM,R2,2016,0.0,474500.0,1920.0,02131,42.2803598,-71.1399872
280 W FIFTH ST,CM,R2,2018,0.0,821600.0,2010.0,02127,42.3350881,-71.0483975
271 GOLD ST,CM,R2,2018,0.0,837000.0,1900.0,02127,42.3351106,-71.0480671
252 WEBSTER ST,CM,R2,2018,0.0,678800.0,1880.0,02128,42.364853,-71.0316689
250 AMORY ST,CM,R2,2018,0.0,478848.0,1880.0,02130,42.3156129,-71.1037814
247 WEBSTER ST,CM,R2,2016,0.0,690900.0,1870.0,02128,42.3646006,-71.03197089999999
246-248 Norfolk St,CM,R2,2022,,,1870.0,02139,42.370085,-71.097797
246 ATHENS ST,CM,R2,2022,0.0,977100.0,2020.0,02127,42.3388714,-71.0496605
245 COMMONWEALTH AV,CM,R2,2016,0.0,5737330.0,1890.0,02116,42.351028,-71.0831492
243 BELGRADE AV,CM,R2,2016,0.0,766200.0,1880.0,02131,42.2863346,-71.1411167
235 PARK ST,CM,R2,2015,0.0,484300.0,1900.0,02132,42.2817573,-71.1503869
234-236 Allston St,CM,R2,2022,,,1910.0,02139,42.359475,-71.11002359999999
233 METROPOLITAN AV,CM,R2,2021,0.0,661700.0,1910.0,02131,42.2767437,-71.1269107
229 PRINCETON ST,CM,R2,2018,0.0,619443.0,1900.0,02128,42.37910919999999,-71.0312503
227 WILLOW ST,CM,R2,2021,0.0,578300.0,1920.0,02132,42.2935868,-71.1568733
227 GLADSTONE ST,CM,R2,2018,0.0,369600.0,2010.0,02128,42.3904739,-71.0095632
214 METROPOLITAN AV,CM,R2,2023,0.0,965500.0,1920.0,02131,42.2776443,-71.1271855
213 W FIFTH ST,CM,R2,2021,0.0,996800.0,2010.0,02127,42.3362588,-71.0507093
212 PRINCETON ST,CM,R2,2023,0.0,696800.0,1900.0,02128,42.37918210000001,-71.0321037
211 LONDON ST,CM,R2,2021,0.0,689100.0,1900.0,02128,42.3753817,-71.0364386
204 Fuller ST,CM,R2,2023,0.0,805300.0,1920.0,02124,42.28104949999999,-71.0751478
202 W SELDEN ST,CM,R2,2015,0.0,280500.0,1900.0,02126,42.2743308,-71.0883894
200 AMORY ST,CM,R2,2016,0.0,516456.0,1860.0,02130,42.3168214,-71.1025042
198 STRATFORD ST,CM,R2,2015,0.0,567700.0,1920.0,02132,42.280544,-71.1459569
197 Fayerweather St,CM,R2,2018,,,1910.0,02138,42.3855617,-71.1339758
196 W BROOKLINE ST,CM,R2,2016,0.0,2842315.0,1860.0,02118,42.3432288,-71.0767858
195 GLADSTONE ST,CM,R2,2021,0.0,932300.0,1920.0,02128,42.3900476,-71.00826839999999
191 W EIGHTH ST,CM,R2,2016,0.0,517900.0,1890.0,02127,42.33351950000001,-71.05216779999999
191 POPLAR ST,CM,R2,2023,0.0,635000.0,1900.0,02131,42.2771486,-71.1249339
187 GOLD ST,CM,R2,2015,0.0,376700.0,2010.0,02127,42.3370263,-71.0509607
187 E ST,CM,R2,2022,0.0,849000.0,2020.0,02127,42.3343625,-71.0531893
182  184 LEXINGTON ST,CM,R2,2021,0.0,556300.0,1880.0,02128,42.3794504,-71.0333828
173-177 Huron Ave,CM,R2,2020,,,2010.0,02138,42.38223,-71.13170099999999
171 ORANGE ST,CM,R2,2015,0.0,410500.0,1920.0,02131,42.2800555,-71.1408804
170 Erie St,CM,R2,2020,,,1880.0,02139,42.3596944,-71.10740009999999
170 AMORY ST,CM,R2,2016,0.0,602600.0,1880.0,02130,42.3178281,-71.1013558
167 D ST,CM,R2,2023,0.0,732500.0,1900.0,02127,42.3367217,-71.0531062
167 -169 ORANGE ST,CM,R2,2015,0.0,423900.0,1920.0,02131,42.2801748,-71.1407436
164 W BROOKLINE ST,CM,R2,2015,0.0,1290400.0,1860.0,02118,42.3424732,-71.07605889999999
159 Fayerweather St,CM,R2,2015,,,1910.0,02141,42.3852042,-71.135583
154 WARREN AV,CM,R2,2023,0.0,2491500.0,1890.0,02116,42.34389420000001,-71.075226
152 M ST,CM,R2,2018,0.0,1388700.0,1900.0,02127,42.3327181,-71.0330662
152 BEAVER ST,CM,R2,2023,0.0,893800.0,1920.0,02136,42.2546737,-71.13182139999999
151 BEAVER ST,CM,R2,2021,0.0,558300.0,1900.0,02136,42.2549111,-71.132195
150  152 BAYSWATER ST,CM,R2,2021,0.0,396300.0,1920.0,02128,42.3830529,-71.0004512
149 Hamilton St,CM,R2,2019,,,1910.0,02139,42.3593579,-71.1076152
148 ATHENS ST,CM,R2,2021,0.0,538400.0,2010.0,02127,42.3407491,-71.0525199
147 Amory St,CM,R2,2020,,,1890.0,02139,42.3725732,-71.1001909
146 KITTREDGE ST,CM,R2,2023,0.0,629000.0,1910.0,02131,42.28044999999999,-71.1308976
142 TYNDALE ST,CM,R2,2018,0.0,525400.0,1920.0,02131,42.2869394,-71.1437009
140 CHILD ST,CM,R2,2016,0.0,422400.0,1900.0,02136,42.25395049999999,-71.1310353
136 MANTHORNE RD,CM,R2,2021,0.0,744500.0,1920.0,02132,42.2916015,-71.1535282
134 Lexington Ave,CM,R2,2022,,,1910.0,02138,42.3792335,-71.1410258
133-135 Fresh Pond Pkwy,CM,R2,2015,,,1910.0,02138-2121,42.3808829,-71.1443288
133 W CONCORD ST,CM,R2,2018,0.0,2493500.0,1850.0,02118,42.3397054,-71.076809
126 PEMBROKE ST,CM,R2,2015,0.0,2553500.0,1890.0,02118,42.3429531,-71.0774576
125 WRENTHAM ST,CM,R2,2021,0.0,579500.0,1900.0,02124,42.288601,-71.0574492
125 Saratoga ST,CM,R2,2023,0.0,691200.0,1880.0,02128,42.3768254,-71.0353488
122 COLERIDGE ST,CM,R2,2018,0.0,516100.0,2010.0,02128,42.3807846,-71.015413
121 W NEWTON ST,CM,R2,2015,0.0,2086900.0,1860.0,02118,42.3418894,-71.0768786
121 HEWLETT ST,CM,R2,2023,0.0,794800.0,1900.0,02131,42.2921694,-71.1379551
119 CUSHING AV,CM,R2,2018,0.0,751300.0,1880.0,02125,42.3130572,-71.0621786
119 ALDRICH ST,CM,R2,2018,0.0,628700.0,1880.0,02131,42.2830266,-71.1432451
118 Lexington Ave,CM,R2,2023,,,1910.0,02138,42.3788878,-71.1409274
116 Reed St,CM,R2,2020,,,1860.0,02109,,
116 ALEXANDER ST,CM,R2,2023,0.0,604800.0,2020.0,02125,42.314634,-71.07055960000001
115 DAKOTA ST,CM,R2,2022,0.0,686400.0,1880.0,02124,42.299831,-71.0675501
113 PEMBROKE ST,CM,R2,2018,0.0,2611752.0,1890.0,02118,42.3426939,-71.0767168
112 GARFIELD AV,CM,R2,2021,0.0,587400.0,1940.0,02136,42.2451357,-71.11929780000001
111 SARATOGA ST,CM,R2,2016,0.0,393700.0,1880.0,02128,42.3766598,-71.03578990000001
111 MAVERICK ST,CM,R2,2018,0.0,443600.0,1900.0,02128,42.3704306,-71.03977569999999
106  108 MT PLEASANT AV,CM,R2,2021,0.0,596000.0,1920.0,02119,42.3252392,-71.0770232
104 G ST,CM,R2,2018,0.0,973819.0,1890.0,02127,42.3323673,-71.0440386
103 COTTAGE ST,CM,R2,2018,0.0,511700.0,1900.0,02128,42.3681726,-71.0346524
103 BELGRADE AV,CM,R2,2020,,611100.0,1900.0,02131,42.2865155,-71.13452529999999
102 SAWYER AV,CM,R2,2020,,798600.0,1880.0,02125,42.3130526,-71.06360459999999
102 MT PLEASANT AV,CM,R2,2022,0.0,650100.0,1880.0,02119,42.3254684,-71.0772732
102 A MT PLEASANT AV,CM,R2,2021,0.0,586500.0,1880.0,02119,42.3255604,-71.0770665
101 PRINCETON ST,CM,R2,2016,0.0,433800.0,1910.0,02128,42.3774778,-71.0357909
101 CLEMENT AV,CM,R2,2018,0.0,651300.0,1920.0,02132,42.2853191,-71.1521414
100 JAMAICA ST,CM,R2,2021,0.0,738800.0,1890.0,02130,42.30553279999999,-71.11637270000001
100 BALDWIN ST,CM,R2,2016,0.0,546100.0,1880.0,02129,42.3832409,-71.06957109999999
99 DUNSTER RD,CM,R2,2018,0.0,1081000.0,1920.0,02130,42.3124095,-71.1194926
98 Trowbridge St,CM,R2,2019,,,1930.0,02140,42.3759659,-71.1093366
97 HORACE ST,CM,R2,2021,0.0,711200.0,1900.0,02128,42.3825975,-71.01581279999999
97 FARRAGUT RD,CM,R2,2023,0.0,2282600.0,1920.0,02127,42.3348369,-71.0253503
96 TYNDALE ST,CM,R2,2015,0.0,501300.0,1920.0,02131,42.2869489,-71.1414412
96 BALDWIN ST,CM,R2,2018,0.0,664600.0,1870.0,02129,42.3831282,-71.069671
95 BROWN AV,CM,R2,2016,0.0,446300.0,1900.0,02131,42.2826518,-71.1214437
95 APPLETON ST,CM,R2,2015,0.0,1777500.0,1890.0,02116,42.345538,-71.0737379
95 99 MELVILLE AV,CM,R2,2018,0.0,592600.0,1930.0,02124,42.2951928,-71.0639605
94 ST ROSE ST,CM,R2,2023,0.0,1224100.0,1900.0,02130,42.3046631,-71.1184102
92 DIX ST,CM,R2,2018,0.0,431900.0,1870.0,02122,42.29630909999999,-71.05757009999999
90-92 Grozier Rd,CM,R2,2016,,,1920.0,02138,42.3802882,-71.142501
89 PEMBROKE ST,CM,R2,2018,0.0,2154789.0,1860.0,02118,42.342175,-71.0762158
88 Waumbeck ST,CM,R2,2023,0.0,577500.0,2020.0,02121,42.3149745,-71.0899546
87 CONDOR ST,CM,R2,2018,0.0,381600.0,1890.0,02128,42.38246059999999,-71.0369563
86 CORNELL ST,CM,R2,2016,0.0,400000.0,1920.0,02131,42.27655379999999,-71.13139699999999
86 Bloomfield ST,CM,R2,2023,0.0,937700.0,1890.0,02124,42.2985696,-71.0695559
85-87 Standish St,CM,R2,2020,,,1920.0,02138,42.383563,-71.13946299999999
85 FLETCHER ST,CM,R2,2018,0.0,610300.0,1900.0,02131,42.2907053,-71.1384992
84 SUNNYSIDE ST,CM,R2,2023,0.0,956600.0,1930.0,02136,42.24954049999999,-71.1345218
83 ALDRICH ST,CM,R2,2023,0.0,655100.0,1920.0,02131,42.2840173,-71.1420152
82 MANTHORNE RD,CM,R2,2023,0.0,827200.0,1920.0,02132,42.2897673,-71.152137
82 CHANDLER ST,CM,R2,2021,0.0,2947500.0,1890.0,02116,42.3464886,-71.072402
81 83 CASS ST,CM,R2,2018,0.0,606600.0,1910.0,02132,42.2746179,-71.1620275
80 Winter St,CM,R2,2019,,,1900.0,02141,42.3726112,-71.0821741
80 JAMAICA ST,CM,R2,2016,0.0,892000.0,2010.0,02130,42.305401,-71.1170696
80 EVERETT ST,CM,R2,2021,0.0,1090500.0,2010.0,02128,42.3676412,-71.0345827
78 ST ROSE ST,CM,R2,2015,0.0,810000.0,1920.0,02130,42.304573,-71.1179301
77 LYNDHURST ST,CM,R2,2021,0.0,830900.0,1890.0,02124,42.2931378,-71.0682042
76 WORDSWORTH ST,CM,R2,2023,0.0,1095600.0,,02128,42.384792,-71.01635139999999
76 SHERIDAN ST,CM,R2,2023,0.0,897300.0,1900.0,02130,42.320439,-71.1066539
76  78 WELLSMERE RD,CM,R2,2021,0.0,592000.0,1920.0,02131,42.2795407,-71.1338811
75 MORAINE ST,CM,R2,2021,0.0,1292600.0,1900.0,02130,42.3200834,-71.1152747
74 WELLINGTON HILL ST,CM,R2,2018,0.0,389200.0,1910.0,02126,42.2815697,-71.0960868
73 PEARL ST,CM,R2,2015,0.0,487500.0,1850.0,02129,42.3800142,-71.0630037
73 OLD HARBOR ST,CM,R2,2015,0.0,662700.0,1870.0,02127,42.3323308,-71.0476482
72 GARNET RD,CM,R2,2021,0.0,780100.0,1910.0,02132,42.2944395,-71.1572419
72 DUNSTER RD,CM,R2,2016,0.0,875100.0,1910.0,02130,42.3113527,-71.1191572
72 CHICKATAWBUT ST,CM,R2,2022,0.0,894800.0,1850.0,02122,42.28566439999999,-71.0500261
70 SCHOOL ST,CM,R2,2018,0.0,521000.0,1900.0,02119,42.3139232,-71.09882569999999
67 PEARL ST,CM,R2,2022,0.0,579100.0,1840.0,02129,42.3798553,-71.0631243
66 EUTAW ST,CM,R2,2018,0.0,501500.0,1870.0,02128,42.3795606,-71.03707829999999
65 WOODLAWN ST,CM,R2,2023,0.0,934000.0,1900.0,02130,42.2978683,-71.1114656
65 SAWYER AV,CM,R2,2018,0.0,659900.0,1900.0,02125,42.3124048,-71.0611127
65 BRADFIELD AV,CM,R2,2018,0.0,617200.0,1920.0,02131,42.2897651,-71.1399437
64 W RUTLAND SQ,CM,R2,2022,0.0,4038600.0,1860.0,02118,42.3429611,-71.07995799999999
64 TOLMAN ST,CM,R2,2016,0.0,415600.0,1900.0,02122,42.2906129,-71.0452035
64 FLETCHER ST,CM,R2,2015,0.0,580600.0,1910.0,02131,42.2899018,-71.1379869
64 CATHERINE ST,CM,R2,2015,0.0,616000.0,2010.0,02131,42.2883648,-71.1161953
61 Winter St,CM,R2,2019,,,1850.0,02141,42.3727397,-71.08131159999999
61 ST ANDREW RD,CM,R2,2015,0.0,246870.0,2010.0,02128,42.3842485,-71.0025283
61 RUTLAND ST,CM,R2,2015,0.0,1871800.0,1900.0,02118,42.3403611,-71.0762981
61 FLETCHER ST,CM,R2,2015,0.0,585400.0,1890.0,02131,42.2900508,-71.1374789
61 DENT ST,CM,R2,2018,0.0,542800.0,1910.0,02132,42.282673,-71.1622149
61 BALLOU AV,CM,R2,2018,0.0,381600.0,1900.0,02124,42.2861248,-71.0819424
60 W RUTLAND SQ,CM,R2,2018,0.0,2672673.0,1860.0,02118,42.3429641,-71.0798034
59 Pleasant St,CM,R2,2018,,,1840.0,02139,42.363339,-71.10923919999999
59 PERKINS ST,CM,R2,2021,0.0,1086900.0,1930.0,02130,42.3216615,-71.11260539999999
59 MOZART ST,CM,R2,2018,0.0,539435.0,1900.0,02130,42.3205471,-71.10462509999999
58 ELIOT ST,CM,R2,2018,0.0,1722700.0,1890.0,02130,42.31347299999999,-71.11977320000001
56 HILLOCK ST,CM,R2,2023,0.0,369500.0,2020.0,02131,42.2834093,-71.14019139999999
56 HAMPSTEAD RD,CM,R2,2016,0.0,880300.0,1900.0,02130,42.3037092,-71.1170053
55 WOODLAWN ST,CM,R2,2023,0.0,760200.0,2020.0,02130,42.298099,-71.11176569999999
55 DWIGHT ST,CM,R2,2015,0.0,1163600.0,1890.0,02118,42.3447436,-71.06952249999999
55 ALPINE WY,CM,R2,2023,0.0,1149800.0,1910.0,02125,42.3097788,-71.04991550000001
54 PRINCETON ST,CM,R2,2018,0.0,780000.0,1850.0,02128,42.377271,-71.0372543
54 CEDAR ST,CM,R2,2018,0.0,544200.0,1900.0,02119,42.3250165,-71.0914177
54 BRADWOOD ST,CM,R2,2016,0.0,586200.0,1910.0,02131,42.285247,-71.14339919999999
54 56 GRANITE AV,CM,R2,2016,0.0,609600.0,1940.0,02124,42.2812623,-71.05486069999999
52 NEWBURG ST,CM,R2,2015,0.0,410900.0,1910.0,02131,42.2847352,-71.13955969999999
52 MAPLE ST,CM,R2,2021,0.0,528300.0,1890.0,02136,42.2539777,-71.1219784
52 Dwight ST,CM,R2,2023,0.0,2027800.0,1890.0,02118,42.3445717,-71.0696645
52 COHASSET ST,CM,R2,2021,0.0,635500.0,1890.0,02131,42.2846538,-71.1310901
52  54 LINDSEY ST,CM,R2,2021,0.0,710000.0,1910.0,02124,42.29699859999999,-71.0702105
51 Chestnut St,CM,R2,2020,,,1880.0,02139,42.3561474,-71.1076209
51 CHARLOTTE ST,CM,R2,2022,0.0,714800.0,1910.0,02121,42.2988025,-71.0843821
51 ALDRICH ST,CM,R2,2023,0.0,744400.0,1920.0,02131,42.2848356,-71.1410439
50 DWIGHT ST,CM,R2,2016,0.0,1791188.0,1850.0,02118,42.3445449,-71.06960049999999
49 MARINE RD,CM,R2,2015,0.0,525980.0,1890.0,02127,42.3304565,-71.03772839999999
49 JEFFRIES ST,CM,R2,2018,0.0,528500.0,1900.0,02128,42.3642928,-71.03019499999999
49 FORT AV,CM,R2,2020,,1221500.0,1890.0,02119,42.3262289,-71.0951235
49 FIRTH RD,CM,R2,2018,0.0,574000.0,1910.0,02131,42.2871557,-71.1236424
48 NEWBURG ST,CM,R2,2018,0.0,523600.0,1900.0,02131,42.2848323,-71.13949029999999
48 GLENDOWER RD,CM,R2,2021,0.0,620800.0,1900.0,02131,42.2748555,-71.13054389999999
48 BEAUMONT ST,CM,R2,2018,0.0,580600.0,1920.0,02124,42.2852041,-71.0589201
47 SOLEY ST,CM,R2,2015,0.0,791900.0,1860.0,02129,42.37499589999999,-71.0609427
47 FORBES ST,CM,R2,2015,0.0,599040.0,1910.0,02130,42.32094319999999,-71.10675669999999
47 Blanchard Rd,CM,R2,2018,,,1930.0,02138,42.3923651,-71.15744470000001
47 BEARSE AV,CM,R2,2023,0.0,950700.0,1900.0,02124,42.2719286,-71.06203049999999
47 - 47A COFFEY ST,CM,R2,2018,0.0,680000.0,2010.0,02122,42.2889089,-71.048405
47  49 MILTON AV,CM,R2,2020,,476300.0,1910.0,02136,42.2533264,-71.1144953
47  49 BOUTWELL ST,CM,R2,2021,0.0,752700.0,1980.0,02122,42.2916276,-71.05231049999999
47  48 SNOW HILL ST,CM,R2,2021,0.0,1365200.0,1900.0,02113,42.3673936,-71.0565202
45 GREENBRIER ST,CM,R2,2023,0.0,905500.0,1900.0,02124,42.2985106,-71.0713474
45 ALBAN ST,CM,R2,2018,0.0,575800.0,1910.0,02124,42.2866941,-71.06577109999999
44 BOUTWELL ST,CM,R2,2023,0.0,1029200.0,1920.0,02122,42.2909606,-71.052103
43 SHERWOOD ST,CM,R2,2016,0.0,458400.0,1910.0,02131,42.2846046,-71.1227392
43  45 MYRTLEBANK AV,CM,R2,2020,,563000.0,1920.0,02124,42.2814359,-71.0538139
43 45 BELNEL RD,CM,R2,2018,0.0,389400.0,1910.0,02136,42.2616577,-71.1043523
42 RALDNE RD,CM,R2,2023,0.0,584300.0,1960.0,02136,42.2563143,-71.1414841
42 DUNSTER RD,CM,R2,2021,0.0,1228500.0,1900.0,02130,42.3102088,-71.1183987
41 SCHOOL ST,CM,R2,2022,0.0,665400.0,1890.0,02124,42.2970917,-71.07550309999999
41 ORCHARDHILL RD,CM,R2,2023,0.0,1192200.0,1890.0,02130,42.2998295,-71.1118948
41 ORCHARD ST,CM,R2,2016,0.0,1078900.0,1920.0,02130,42.3108961,-71.11998419999999
41 NEWBURG ST,CM,R2,2018,0.0,508950.0,1900.0,02131,42.285162,-71.1396206
41 BOARDMAN ST,CM,R2,2018,0.0,547900.0,1910.0,02128,42.3883907,-71.009372
40 THOMAS PK,CM,R2,2015,0.0,666100.0,1890.0,02127,42.3324628,-71.0472348
40 CATHERINE ST,CM,R2,2016,0.0,562300.0,1910.0,02131,42.2884395,-71.11502709999999
39 Highland Ave,CM,R2,2021,,,1900.0,02139,42.3729028,-71.10603329999999
38 Hill Top ST,CM,R2,2023,0.0,986000.0,1920.0,02124,42.2795587,-71.05018129999999
38 GUERNSEY ST,CM,R2,2018,0.0,581500.0,1930.0,02131,42.28826249999999,-71.1424055
38 CREIGHTON ST,CM,R2,2021,0.0,2235100.0,1910.0,02130,42.32374859999999,-71.1082409
38 CHELMSFORD ST,CM,R2,2018,0.0,631300.0,1920.0,02122,42.2850281,-71.0531893
37 JUNE ST,CM,R2,2023,0.0,972800.0,1980.0,02131,42.27589810000001,-71.1361482
37 DWIGHT ST,CM,R2,2021,0.0,2369300.0,1890.0,02118,42.34450469999999,-71.0689362
36 -38 MELROSE ST,CM,R2,2018,0.0,1912300.0,1930.0,02116,42.3490099,-71.06854510000001
36  38 MARCELLA ST,CM,R2,2021,0.0,680700.0,1890.0,02119,42.3218335,-71.09526009999999
36  38 EUTAW ST,CM,R2,2021,0.0,762200.0,1910.0,02128,42.37909690000001,-71.0383224
36  38 COLONIAL AV,CM,R2,2021,0.0,407900.0,2010.0,02124,42.2906821,-71.0754444
35 SOUTH ST,CM,R2,2021,0.0,825300.0,1920.0,02130,,
35 PORT NORFOLK ST,CM,R2,2016,0.0,396700.0,1900.0,02122,42.2903617,-71.0404286
35 PEARL ST,CM,R2,2022,0.0,959800.0,1870.0,02129,42.37884469999999,-71.0640655
35 N MUNROE TE,CM,R2,2015,0.0,589248.0,1900.0,02122,42.2924788,-71.0534984
34 MELROSE ST,CM,R2,2016,0.0,1761800.0,1890.0,02116,42.3490976,-71.0684291
34 GREENWOOD AV,CM,R2,2018,0.0,450900.0,1910.0,02136,42.2649131,-71.1196696
34 BELMONT ST,CM,R2,2023,0.0,1165500.0,2020.0,02129,42.3813931,-71.0653571
33 Moraine ST,CM,R2,2023,0.0,1270500.0,1920.0,02130,42.3199677,-71.113588
33 Gurney St,CM,R2,2021,,,1910.0,02138,42.3808477,-71.13854049999999
33 COHASSET ST,CM,R2,2015,0.0,362800.0,1880.0,02131,42.2853545,-71.130876
32 HAUTEVALE ST,CM,R2,2016,0.0,258100.0,1920.0,02131,42.2740521,-71.1325062
32 Fifth St,CM,R2,2018,,,1900.0,02141,42.3716445,-71.0809757
32 BUSINESS ST,CM,R2,2015,0.0,382700.0,1990.0,02136,42.2541915,-71.12638290000001
32  34 MURRAY HILL RD,CM,R2,2021,0.0,634500.0,1910.0,02131,42.2871639,-71.1256549
31 MONADNOCK ST,CM,R2,2022,0.0,645900.0,1890.0,02125,42.3164962,-71.068889
31 LORRAINE ST,CM,R2,2016,0.0,619100.0,1880.0,02131,42.2840365,-71.1450455
31 HARLEM ST,CM,R2,2022,0.0,671200.0,1900.0,02121,42.300176,-71.0804083
31 EUTAW ST,CM,R2,2018,0.0,586600.0,1850.0,02128,42.378806,-71.0384121
30 LARCHMONT ST,CM,R2,2018,0.0,495400.0,1910.0,02124,42.296799,-71.06890489999999
30 ELGIN ST,CM,R2,2016,0.0,568300.0,1930.0,02132,42.2802662,-71.1601127
30 CHELMSFORD ST,CM,R2,2023,0.0,847200.0,1920.0,02122,42.2849686,-71.0535305
29 ST ANDREW RD,CM,R2,2023,0.0,536400.0,1910.0,02128,42.3848428,-71.004094
29 SPEEDWELL ST,CM,R2,2018,0.0,443250.0,1900.0,02122,42.3041269,-71.06688249999999
29 HAYDN ST,CM,R2,2023,0.0,657600.0,1930.0,02131,42.2782497,-71.13931509999999
29 EDWIN ST,CM,R2,2022,0.0,760800.0,1930.0,02124,42.2889958,-71.0617141
29 BROOKLEDGE ST,CM,R2,2021,0.0,609300.0,1930.0,02121,42.3096092,-71.0902526
29 -31 HOUGHTON ST,CM,R2,2018,0.0,698000.0,1900.0,02122,42.2952547,-71.0522841
28 TREMLETT ST,CM,R2,2021,0.0,919400.0,1900.0,02124,42.29528440000001,-71.0690674
28 PRIMROSE ST,CM,R2,2016,0.0,503300.0,1900.0,02131,42.2908339,-71.1306243
28 Fairmont Ave,CM,R2,2022,,,1960.0,02139,42.361665,-71.11250199999999
28 Cross ST,CM,R2,2023,0.0,1365600.0,1890.0,02129,42.3772022,-71.0625076
28 30 CATHERINE ST,CM,R2,2018,0.0,471800.0,1910.0,02131,42.2885336,-71.1145179
27 TRAIN ST,CM,R2,2016,0.0,531100.0,1930.0,02122,42.2949221,-71.0552883
27 SALCOMBE ST,CM,R2,2018,0.0,472200.0,1890.0,02125,42.3142597,-71.0618248
27 MERCER ST,CM,R2,2018,0.0,698400.0,1890.0,02127,42.332566,-71.0491964
27 HILTON ST,CM,R2,2015,0.0,295800.0,1900.0,02136,42.261954,-71.119945
27 29 ROXANA ST,CM,R2,2015,0.0,374200.0,1930.0,02136,42.25191660000001,-71.1321367
26 OGDEN ST,CM,R2,2021,0.0,725500.0,1930.0,02124,42.2802573,-71.071086
26 NEWPORT ST,CM,R2,2018,0.0,435200.0,1900.0,02125,42.3181992,-71.0537928
26 ASTICOU RD,CM,R2,2022,0.0,1174000.0,1900.0,02130,42.3000565,-71.1156187
25-27 Tremont St,CM,R2,2023,,,1850.0,02110,42.3534307,-71.06384539999999
25 Pemberton St,CM,R2,2022,,,1900.0,02140,42.3918388,-71.1253619
25 CRANSTON ST,CM,R2,2022,0.0,1079500.0,1900.0,02130,42.3206453,-71.1086694
