file,line,type,commit,author,date,time,timezone,datetime,depth,length
src/routes/+layout.svelte,50,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,7
src/routes/+layout.svelte,51,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,0
src/routes/+layout.svelte,52,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,4
src/routes/+layout.svelte,53,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,17
src/routes/+layout.svelte,54,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,120
src/routes/+layout.svelte,55,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,10
src/routes/+layout.svelte,56,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,3
src/routes/+layout.svelte,57,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,6
src/routes/+layout.svelte,58,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,5
src/routes/+layout.svelte,59,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,0
src/routes/+layout.svelte,60,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,69
src/routes/+layout.svelte,61,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,5
src/routes/+layout.svelte,62,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,34
src/routes/+layout.svelte,63,svelte,b9abbb8,Abigail,2024-04-02,17:53:54,-04:00,2024-04-02T17:53:54-04:00,0,44
